 index, field, ccdid, qid, filter, pid, infobitssci, airmass, moonalt, moonillf, moonra, moondec, sciinpseeing, scibckgnd, scisigpix, scimaglim, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, diffmaglim, zpdiff, programid, obsdate, jd, scifilename, diffilename, rfid, refmaglim, refbckgnd, refsigpix, zpref, refcreated, refjdstart, refjdend, reffilename, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, procstatus
#
 58 531 8 2 ZTF_i 814460603015 0 1.078 32.152 -0.669786 255.325 -20.2688 1.7928 262.674 8.21959 20.5 25.5693 3.2169e-06 0.0258476 0.192661 1.5647e-05 537 30 19.5789 25.5693 2 2019-03-26T11:03:16.543 2458568.9606019 /ztf/archive/sci/2019/0326/460602/ztf_20190326460602_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0326/460602/ztf_20190326460602_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 262.647 1.5884 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -884.113810574952 30.5588665505228 -32.1829413530945 1.61248945259845 -817.774323375682 60.3235629918669 -13.6477694562768 1.03728664320831 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 59 531 8 2 ZTF_i 818415093015 0 1.088 -8.92949 -0.292885 307.301 -20.5698 1.3924 187.372 6.73031 20.58 25.195 3.7715e-06 0.0280156 0.180595 1.79043e-05 534 30 19.5564 25.195 2 2019-03-30T09:57:44.89 2458572.9150926 /ztf/archive/sci/2019/0330/415093/ztf_20190330415093_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0330/415093/ztf_20190330415093_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 187.268 1.13363 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -967.95564542458 24.2159699395365 -44.4639856599922 2.7670272609293 -774.696851426461 49.3607382426069 -15.8003001385366 1.03476046848497 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 60 531 8 2 ZTF_i 827393463015 0 1.085 -41.6867 0.0920621 52.2015 13.7985 2.0763 235.461 5.82003 20.55 25.4403 2.4679e-06 0.0227412 0.189529 1.17316e-05 538 30 19.6731 25.4403 2 2019-04-08T09:26:35.379 2458581.8934606 /ztf/archive/sci/2019/0408/393461/ztf_20190408393461_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0408/393461/ztf_20190408393461_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 235.383 1.42761 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1241.57689489303 27.4496928508272 -50.3142419459665 1.75054140884749 -1240.18763657928 50.3523797941661 -24.7960548591665 1.04918465185345 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 61 531 8 2 ZTF_i 833352843015 0 1.118 21.6188 0.676807 136.895 17.9556 1.7243 209.537 8.62949 20.27 25.3197 3.4352e-06 0.0267458 0.183294 1.67898e-05 538 30 19.2779 25.3197 2 2019-04-14T08:28:06.039 2458587.8528472 /ztf/archive/sci/2019/0414/352836/ztf_20190414352836_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0414/352836/ztf_20190414352836_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 209.63 1.2606 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1268.7511383845 32.2652697750758 -43.7417289751696 2.0527979391181 -1059.11714913758 64.9350898974095 -16.4202492944538 1.03175236466683 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 62 531 8 2 ZTF_i 837311453015 0 1.198 54.8666 0.98193 193.273 -0.94177 2.0208 203.015 20.4976 18.87 25.3202 1.29242e-05 0.044684 0.179146 5.15089e-05 411 30 18.1899 25.3202 2 2019-04-18T07:28:30.268 2458591.8114583 /ztf/archive/sci/2019/0418/311424/ztf_20190418311424_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0418/311424/ztf_20190418311424_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 205.876 1.24503 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1213.95369791975 94.0040169672185 -14.3651614461244 1.0192582967043 -1164.75376595179 172.210343786087 -6.80910579352907 1.05506977290079 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 63 531 8 2 ZTF_i 842376683015 0 1.076 26.7638 -0.824097 262.686 -21.6056 1.6891 272.375 7.91412 20.57 25.5858 2.566e-06 0.0230932 0.189 1.26956e-05 541 30 19.6582 25.5858 2 2019-04-23T09:02:26.496 2458596.8766898 /ztf/archive/sci/2019/0423/376690/ztf_20190423376690_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0423/376690/ztf_20190423376690_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 272.23 1.64625 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1583.03564683389 31.5285095541826 -55.8524276513426 2.00352154118069 -1435.49401409857 62.6122281219864 -23.0811487184093 1.03506587434465 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 64 531 8 2 ZTF_g 845294273015 0 1.182 -18.7038 -0.561797 301.892 -21.5133 1.825 261.374 7.10137 22.33 27.28 5.1597e-06 0.022066 -0.0701981 9.1314e-06 531 90 21.2389 27.28 2 2019-04-26T07:03:45.268 2458599.7942708 /ztf/archive/sci/2019/0426/294225/ztf_20190426294225_000531_zg_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0426/294225/ztf_20190426294225_000531_zg_c08_o_q3_scimrefdiffimg.fits.fz 531120130 22.87 261.235 3.78085 26.325 2018-07-29T07:22:55.944867 2458204.921053 2458328.667037 /ztf/archive/ref/000/field000531/zg/ccd08/q3/ztf_000531_zg_c08_q3_refimg.fits -1922.61229859093 34.9199446445708 -61.2453288094297 1.77488327611861 -1949.75506264924 65.6329342674396 -29.9070397672126 1.04204743928137 0.125675552510062 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 0
 65 531 8 2 ZTF_i 853281373015 0 1.156 -47.6734 -0.00485937 34.8435 8.19326 1.5066 265.142 5.80638 21.06 25.5694 2.1896e-06 0.021318 0.188191 1.0793e-05 536 30 20.0102 25.5694 2 2019-05-04T06:45:11.805 2458607.7813773 /ztf/archive/sci/2019/0504/281377/ztf_20190504281377_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0504/281377/ztf_20190504281377_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 265.085 1.59688 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1405.91184803757 20.8204909733407 -75.1141791223768 4.37547079102295 -1216.99039899682 42.2330490595077 -29.0101455290894 1.03052206437362 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 66 531 8 2 ZTF_i 862315793015 0 1.076 26.0074 0.645858 161.376 11.3702 1.6286 256.785 6.97288 20.76 25.5451 2.4178e-06 0.0222885 0.192339 1.22802e-05 530 30 19.7789 25.5451 2 2019-05-13T07:34:45.251 2458616.8157986 /ztf/archive/sci/2019/0513/315799/ztf_20190513315799_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0513/315799/ztf_20190513315799_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 256.73 1.54991 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1533.22891495438 27.5158626214653 -61.9838673437635 3.81960520806019 -1444.95572917253 55.8225318388086 -26.0591474665537 1.03056867050436 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 67 531 8 2 ZTF_i 873438273015 0 1.667 29.3434 -0.709011 311.677 -20.6234 1.431 252.941 7.45121 20.71 25.5196 3.3738e-06 0.0265244 0.186375 1.63673e-05 535 30 19.732 25.5196 2 2019-05-24T10:31:07.947 2458627.9382755 /ztf/archive/sci/2019/0524/438194/ztf_20190524438194_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0524/438194/ztf_20190524438194_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 252.91 1.51006 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1654.04226179813 26.9758676722413 -68.2065339231835 3.56688079983598 -1405.03379786125 54.400042428947 -26.0017587886229 1.03360570217514 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 68 531 8 2 ZTF_i 883287153015 0 1.087 -37.319 -0.000227066 69.5466 18.1587 1.4365 257.026 5.36723 21.16 25.5348 2.2163e-06 0.0213964 0.189801 1.11666e-05 532 30 20.0637 25.5348 2 2019-06-03T06:53:30.353 2458637.7871528 /ztf/archive/sci/2019/0603/287153/ztf_20190603287153_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0603/287153/ztf_20190603287153_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 256.946 1.53797 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1953.04384862312 18.0371537440863 -120.447776694909 8.62520872175837 -1696.05546232229 36.6320698346411 -46.6115756262495 1.02877347563529 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 69 531 8 2 ZTF_i 887269783015 0 1.082 -2.61234 0.182467 128.672 19.5614 1.625 267.695 5.66366 20.96 25.5676 2.0269e-06 0.020289 0.192233 1.04271e-05 527 30 19.9972 25.5676 2 2019-06-07T06:28:29.307 2458641.7697801 /ztf/archive/sci/2019/0607/269780/ztf_20190607269780_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0607/269780/ztf_20190607269780_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 267.615 1.60432 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1994.75235956411 21.1399330313948 -104.963953789928 5.51986090278882 -1817.02456688256 41.8703668920356 -43.6887103616665 1.03594819737327 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 70 531 8 2 ZTF_i 891253593015 0 1.079 34.8201 0.61577 184.411 2.83831 2.2216 258.925 7.90341 20.15 25.5411 4.7808e-06 0.0312876 0.189393 2.42105e-05 525 30 19.3824 25.5411 2 2019-06-11T06:05:11.226 2458645.7535995 /ztf/archive/sci/2019/0611/253600/ztf_20190611253600_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0611/253600/ztf_20190611253600_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 258.794 1.56179 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1850.91163882676 36.3519354191144 -56.6386573069789 1.64464261305142 -1884.16505393571 63.6707187473908 -29.7916381548145 1.05296652117719 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 71 531 8 2 ZTF_i 891270753015 0 1.093 30.05 0.617669 184.581 2.74387 1.7682 260.581 7.79522 20.5 25.564 2.8977e-06 0.0244336 0.185951 1.45725e-05 526 30 19.6006 25.564 2 2019-06-11T06:29:53.202 2458645.7707523 /ztf/archive/sci/2019/0611/270683/ztf_20190611270683_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0611/270683/ztf_20190611270683_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 260.485 1.56334 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1948.1545450113 30.8059911165633 -70.3465853192269 3.71568807828003 -1694.58567037756 60.3430202251117 -28.2716840489769 1.03509930643992 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 72 531 8 2 ZTF_i 895331353015 0 1.3 32.9665 0.954043 237.541 -16.9312 1.6798 252.915 14.626 19.76 25.5308 5.4296e-06 0.0333398 0.186645 2.71396e-05 526 30 18.9229 25.5308 2 2019-06-15T07:57:09.036 2458649.8313542 /ztf/archive/sci/2019/0615/331343/ztf_20190615331343_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0615/331343/ztf_20190615331343_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 252.385 1.51321 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1947.63319310937 56.4143255967736 -38.4036557364128 1.48148844264458 -1717.27597192184 111.428610523381 -15.5152425959155 1.03802467315435 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 73 531 8 2 ZTF_i 899232303015 0 1.079 11.2294 -0.964553 291.817 -22.9382 1.6401 258.183 8.4963 20.5 25.5418 2.8132e-06 0.0238377 0.186946 1.4686e-05 525 30 19.5438 25.5418 2 2019-06-19T05:34:31.868 2458653.7323032 /ztf/archive/sci/2019/0619/232303/ztf_20190619232303_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0619/232303/ztf_20190619232303_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 258.021 1.54956 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -2164.24982797348 29.112523075719 -82.6955894131776 3.10016833163893 -1873.05446285225 58.3083972990364 -32.3395888032193 1.03635086029323 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 74 531 8 2 ZTF_i 905174503015 0 1.091 -46.0905 -0.52433 3.05555 -4.84318 1.4905 264.402 6.87398 20.8 25.5625 2.7581e-06 0.0233037 0.18938 1.4448e-05 510 30 19.8305 25.5625 2 2019-06-25T04:11:17.816 2458659.6745023 /ztf/archive/sci/2019/0625/174502/ztf_20190625174502_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0625/174502/ztf_20190625174502_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 264.367 1.55042 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -2173.33310784855 25.4512965394927 -94.9885342018587 5.90104383743106 -1937.69140078573 52.030843230103 -37.4920286267107 1.03204358413974 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 75 531 8 2 ZTF_i 909171423015 0 1.084 -43.2144 -0.15819 49.1506 12.9109 1.547 208.968 9.57867 20.16 25.3084 4.844e-06 0.0310373 0.184806 2.49686e-05 512 30 19.22 25.3084 2 2019-06-29T04:06:51.754 2458663.6714236 /ztf/archive/sci/2019/0629/171424/ztf_20190629171424_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0629/171424/ztf_20190629171424_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 208.786 1.21905 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1742.36731945494 39.3029703868773 -49.3138765500975 2.62015782428776 -1444.87853954007 79.7096351059837 -18.2488588449909 1.03603326062207 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 76 531 8 2 ZTF_i 913186203015 0 1.076 -13.6458 0.00203995 106.758 21.58 1.4457 267.026 6.27381 21.01 25.5899 2.4863e-06 0.0219919 0.188594 1.32341e-05 503 30 19.9877 25.5899 2 2019-07-03T04:28:08.239 2458667.6862037 /ztf/archive/sci/2019/0703/186204/ztf_20190703186204_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0703/186204/ztf_20190703186204_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 266.819 1.62837 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -2289.01841020014 21.7486242999545 -117.077191462311 8.38662645556112 -2019.08381846735 44.1141187522059 -46.0778209255486 1.03221004988874 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 77 531 8 2 ZTF_i 917186223015 0 1.08 23.3621 0.250244 166.778 9.58231 1.4592 169.507 7.86022 20.31 25.0891 5.6994e-06 0.034073 0.183334 2.86477e-05 528 30 19.2508 25.0891 2 2019-07-07T04:28:10.371 2458671.6862269 /ztf/archive/sci/2019/0707/186227/ztf_20190707186227_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0707/186227/ztf_20190707186227_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 169.369 1.00776 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -1513.86154383255 28.6749158912334 -58.7271337728478 4.00914614934867 -1267.10975390704 59.531004015433 -21.4282260496052 1.03319776257365 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 78 531 8 2 ZTF_i 921178803015 0 1.083 42.8567 0.688422 219.612 -11.031 1.893 260.263 11.2877 20 25.5464 4.4973e-06 0.0302809 0.198991 2.27151e-05 527 30 19.1569 25.5464 2 2019-07-11T04:17:29.667 2458675.6788079 /ztf/archive/sci/2019/0711/178808/ztf_20190711178808_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0711/178808/ztf_20190711178808_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 260.293 1.56531 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -2223.82206583004 47.6034919836969 -51.96560938093 2.16343490786627 -2179.93019043271 90.1928913748968 -24.3324292217799 1.04261609790177 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 79 531 8 2 ZTF_i 921188653015 0 1.092 41.6001 0.68944 219.692 -11.0737 1.6902 260.072 11.0464 20.09 25.5615 4.3231e-06 0.0294968 0.18608 2.23162e-05 526 30 19.2622 25.5615 2 2019-07-11T04:31:40.68 2458675.6886574 /ztf/archive/sci/2019/0711/188056/ztf_20190711188056_000531_zi_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0711/188056/ztf_20190711188056_000531_zi_c08_o_q3_scimrefdiffimg.fits.fz 531120330 22.23 259.87 1.54441 25.66 2018-09-19T07:59:10.32613 2458173.984468 2458332.65934 /ztf/archive/ref/000/field000531/zi/ccd08/q3/ztf_000531_zi_c08_q3_refimg.fits -2181.96717748727 45.6665413015003 -53.1501989216377 2.48739900961607 -2031.79821342298 90.0688000960867 -22.7102225088772 1.04283062299299 0.115169286553975 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 0
 80 531 8 2 ZTF_r 941192973015 1 1.24 -26.1609 -0.0129788 116.127 21.0736 2.0354 122.637 33.9303 18.43 25.6691 7.6773e-05 0.0585915 0.121246 0.000164079 250 300 17.9769 25.6691 2 2019-07-31T04:37:53.103 2458695.6929745 /ztf/archive/sci/2019/0731/192963/ztf_20190731192963_000531_zr_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0731/192963/ztf_20190731192963_000531_zr_c08_o_q3_scimrefdiffimg.fits.fz 531120230 22.8 122.201 0.940652 26.275 2018-04-18T07:31:38.275998 2458186.939896 2458226.876562 /ztf/archive/ref/000/field000531/zr/ccd08/q3/ztf_000531_zr_c08_q3_refimg.fits -1779.40224035212 158.815594765802 -12.4633786277963 0.937763294758164 -1567.1609135492 282.796052952182 -5.578988164786 1.0548886843341 0.157760558445663 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 0
 81 531 8 2 ZTF_g 941214103015 0 1.345 -29.5069 -0.012405 116.559 21.025 2.3451 234.078 23.9513 20.54 27.1936 0.000147363 0.112852 -0.0685661 0.000296708 481 300 19.7806 27.1936 2 2019-07-31T05:08:19.508 2458695.7141088 /ztf/archive/sci/2019/0731/214109/ztf_20190731214109_000531_zg_c08_o_q3_sciimg.fits /ztf/archive/sci/2019/0731/214109/ztf_20190731214109_000531_zg_c08_o_q3_scimrefdiffimg.fits.fz 531120130 22.87 233.892 3.42289 26.325 2018-07-29T07:22:55.944867 2458204.921053 2458328.667037 /ztf/archive/ref/000/field000531/zg/ccd08/q3/ztf_000531_zg_c08_q3_refimg.fits -2819.02320282348 97.9485212778624 -32.0151519719131 1.1984747670964 -2760.12287928331 172.367617583324 -16.1208497549457 1.04551096663216 0.125675552510062 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 0
# ------------------------------END---------------------------------
